label,text,source
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!,uci-spam-sms
spam,Please call our customer service representative on 0800 169 6031 between 10am-9pm as you have WON a guaranteed £1000 cash or £5000 prize!,uci-spam-sms
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,uci-spam-sms
spam,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16",uci-spam-sms
ham,Watching telugu movie..wat abt u?,uci-spam-sms
ham,i see. When we finish we have loads of loans to pay,uci-spam-sms
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?""",uci-spam-sms
ham,I see a cup of coffee animation,uci-spam-sms
ham,Please don't text me anymore. I have nothing else to say.,uci-spam-sms
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,uci-spam-sms
ham,I'm still looking for a car to buy. And have not gone 4the driving test yet.,uci-spam-sms
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,uci-spam-sms
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",uci-spam-sms
ham,Umma my life and vava umma love you lot dear,uci-spam-sms
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,uci-spam-sms
ham,"Aight, I'll hit you up when I get some cash",uci-spam-sms
ham,How would my ip address test that considering my computer isn't a minecraft server,uci-spam-sms
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...,uci-spam-sms
ham,Dont worry. I guess he's busy.,uci-spam-sms
ham,What is the plural of the noun research?,uci-spam-sms
ham,Going for dinner.msg you after.,uci-spam-sms
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.,uci-spam-sms
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,uci-spam-sms
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",uci-spam-sms
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",uci-spam-sms
spam,You are a winner U have been specially selected 2 receive £1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,uci-spam-sms
ham,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed! ,uci-spam-sms
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.,uci-spam-sms
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,uci-spam-sms
spam,"URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM",uci-spam-sms
ham,here is my new address -apples&pairs&all that malarky,uci-spam-sms
spam,Todays Voda numbers ending 7548 are selected to receive a $350 award. If you have a match please call 08712300220 quoting claim code 4041 standard rates app,uci-spam-sms
ham,I am going to sao mu today. Will be done only at 12 ,uci-spam-sms
ham,Ü predict wat time ü'll finish buying?,uci-spam-sms
ham,"Good stuff, will do.",uci-spam-sms
ham,"Just so that you know,yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over, you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that, i apologise.",uci-spam-sms
ham,Are you there in room.,uci-spam-sms
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx,uci-spam-sms
ham,K..k:)how much does it cost?,uci-spam-sms
ham,I'm home.,uci-spam-sms
ham,"Dear, will call Tmorrow.pls accomodate.",uci-spam-sms
ham,First answer my question.,uci-spam-sms
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,uci-spam-sms
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p,uci-spam-sms
ham,I only haf msn. It's yijue@hotmail.com,uci-spam-sms
ham,He is there. You call and meet him,uci-spam-sms
ham,No no. I will check all rooms befor activities,uci-spam-sms
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,uci-spam-sms
ham,Got c... I lazy to type... I forgot ü in lect... I saw a pouch but like not v nice...,uci-spam-sms
ham,"K, text me when you're on the way",uci-spam-sms
ham,"Sir, Waiting for your mail.",uci-spam-sms
ham,"A swt thought: ""Nver get tired of doing little things 4 lovable persons.."" Coz..somtimes those little things occupy d biggest part in their Hearts.. Gud ni8",uci-spam-sms
ham,I know you are. Can you pls open the back?,uci-spam-sms
ham,Yes see ya not on the dot,uci-spam-sms
ham,Whats the staff name who is taking class for us?,uci-spam-sms
spam,"FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end",uci-spam-sms
ham,Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,uci-spam-sms
ham,K..i deleted my contact that why?,uci-spam-sms
ham,Sindu got job in birla soft ..,uci-spam-sms
ham,The wine is flowing and i'm i have nevering..,uci-spam-sms
ham,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,uci-spam-sms
ham,Ok... Ur typical reply...,uci-spam-sms
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,uci-spam-sms
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",uci-spam-sms
ham,Aaooooright are you at work?,uci-spam-sms
ham,I'm leaving my house now...,uci-spam-sms
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?",uci-spam-sms
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery,uci-spam-sms
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,uci-spam-sms
ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life,uci-spam-sms
ham,New car and house for my parents.:)i have only new job in hand:),uci-spam-sms
ham,I'm so in love with you. I'm excited each day i spend with you. You make me so happy.,uci-spam-sms
spam,-PLS STOP bootydelious (32/F) is inviting you to be her friend. Reply YES-434 or NO-434 See her: www.SMS.ac/u/bootydelious STOP? Send STOP FRND to 62468,uci-spam-sms
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",uci-spam-sms
ham,I place all ur points on e cultures module already.,uci-spam-sms
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,uci-spam-sms
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?",uci-spam-sms
ham,Great escape. I fancy the bridge but needs her lager. See you tomo ,uci-spam-sms
ham,Yes :)it completely in out of form:)clark also utter waste.,uci-spam-sms
ham,"Sir, I need AXIS BANK account no and bank address.",uci-spam-sms
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao... ",uci-spam-sms
ham,What time you coming down later? ,uci-spam-sms
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... ",uci-spam-sms
ham,"Well, i'm gonna finish my bath now. Have a good...fine night.",uci-spam-sms
ham,Let me know when you've got the money so carlos can make the call,uci-spam-sms
ham,U still going to the mall?,uci-spam-sms
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth",uci-spam-sms
ham,Text her. If she doesnt reply let me know so i can have her log in,uci-spam-sms
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,uci-spam-sms
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend,uci-spam-sms
ham,Lol no. U can trust me.,uci-spam-sms
ham,ok. I am a gentleman and will treat you with dignity and respect.,uci-spam-sms
ham,"He will, you guys close?",uci-spam-sms
ham,Going on nothing great.bye,uci-spam-sms
ham,Hello handsome ! Are you finding that job ? Not being lazy ? Working towards getting back that net for mummy ? Where's my boytoy now ? Does he miss me ?,uci-spam-sms
ham,"Haha awesome, be there in a minute",uci-spam-sms
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,uci-spam-sms
ham,Have you got Xmas radio times. If not i will get it now,uci-spam-sms
ham,I jus reached home. I go bathe first. But my sis using net tell u when she finishes k...,uci-spam-sms
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,uci-spam-sms
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,uci-spam-sms
ham,Hi :)finally i completed the course:),uci-spam-sms
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,uci-spam-sms
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,uci-spam-sms
ham,Gud mrng dear hav a nice day,uci-spam-sms
ham,Did u got that persons story,uci-spam-sms
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,uci-spam-sms
ham,Hi its Kate how is your evening? I hope i can see you tomorrow for a bit but i have to bloody babyjontet! Txt back if u can. :) xxx,uci-spam-sms
ham,"Found it, ENC  &lt;#&gt; , where you at?",uci-spam-sms
ham,I sent you  &lt;#&gt;  bucks,uci-spam-sms
ham,Hello darlin ive finished college now so txt me when u finish if u can love Kate xxx,uci-spam-sms
ham,Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,uci-spam-sms
ham,Goodmorning sleeping ga.,uci-spam-sms
ham,U call me alter at 11 ok.,uci-spam-sms
ham,Ü say until like dat i dun buy ericsson oso cannot oredi lar...,uci-spam-sms
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",uci-spam-sms
ham,"Aight yo, dats straight dogg",uci-spam-sms
ham,You please give us connection today itself before  &lt;DECIMAL&gt;  or refund the bill,uci-spam-sms
ham,Both :) i shoot big loads so get ready!,uci-spam-sms
ham,"What's up bruv, hope you had a great break. Do have a rewarding semester.",uci-spam-sms
ham,Home so we can always chat,uci-spam-sms
ham,K:)k:)good:)study well.,uci-spam-sms
ham,Yup... How ü noe leh...,uci-spam-sms
ham,Sounds great! Are you home now?,uci-spam-sms
ham,Finally the match heading towards draw as your prediction.,uci-spam-sms
ham,Tired. I haven't slept well the past few nights.,uci-spam-sms
ham,Easy ah?sen got selected means its good..,uci-spam-sms
ham,I have to take exam with march 3,uci-spam-sms
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.,uci-spam-sms
ham,Ok no prob. Take ur time.,uci-spam-sms
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..,uci-spam-sms
ham,"Sorry, I'll call later",uci-spam-sms
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,uci-spam-sms
spam,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",uci-spam-sms
ham,Would really appreciate if you call me. Just need someone to talk to.,uci-spam-sms
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",uci-spam-sms
ham,Hey company elama po mudyadhu.,uci-spam-sms
ham,"Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . .",uci-spam-sms
ham,Dear good morning now only i am up,uci-spam-sms
ham,Get down in gandhipuram and walk to cross cut road. Right side &lt;#&gt; street road and turn at first right.,uci-spam-sms
ham,Dear we are going to our rubber place,uci-spam-sms
ham,"Sorry battery died, yeah I'm here",uci-spam-sms
ham,Yes:)here tv is always available in work place..,uci-spam-sms
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,uci-spam-sms
ham,I have printed it oh. So  &lt;#&gt;  come upstairs,uci-spam-sms
ham,Or ill be a little closer like at the bus stop on the same street,uci-spam-sms
ham,Where are you?when wil you reach here?,uci-spam-sms
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",uci-spam-sms
spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,uci-spam-sms
ham,Tomarrow final hearing on my laptop case so i cant.,uci-spam-sms
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,uci-spam-sms
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",uci-spam-sms
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",uci-spam-sms
ham,U don't remember that old commercial?,uci-spam-sms
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,uci-spam-sms
ham,I asked you to call him now ok,uci-spam-sms
ham,Kallis wont bat in 2nd innings.,uci-spam-sms
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,uci-spam-sms
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,uci-spam-sms
ham,Ranjith cal drpd Deeraj and deepak 5min hold,uci-spam-sms
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",uci-spam-sms
ham,What you doing?how are you?,uci-spam-sms
ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",uci-spam-sms
ham,"I'm back, lemme know when you're ready",uci-spam-sms
ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,uci-spam-sms
ham,Mmm so yummy babe ... Nice jolt to the suzy,uci-spam-sms
ham,Where are you lover ? I need you ...,uci-spam-sms
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,uci-spam-sms
ham,I‘m parked next to a MINI!!!! When are you coming in today do you think?,uci-spam-sms
ham,Yup,uci-spam-sms
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,uci-spam-sms
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,uci-spam-sms
spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,uci-spam-sms
ham,Why you Dint come with us.,uci-spam-sms
ham,Same. Wana plan a trip sometme then,uci-spam-sms
ham,"Not sure yet, still trying to get a hold of him",uci-spam-sms
spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,uci-spam-sms
ham,The evo. I just had to download flash. Jealous?,uci-spam-sms
spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,uci-spam-sms
ham,"Come to mu, we're sorting out our narcotics situation",uci-spam-sms
ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",uci-spam-sms
spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,uci-spam-sms
ham,"Usf I guess, might as well take 1 car",uci-spam-sms
ham,No objection. My bf not coming.,uci-spam-sms
ham,Thanx...,uci-spam-sms
ham,Tell rob to mack his gf in the theater,uci-spam-sms
ham,"Awesome, I'll see you in a bit",uci-spam-sms
ham,Just sent it. So what type of food do you like?,uci-spam-sms
ham,All done? All handed in? Celebrations in full swing yet?,uci-spam-sms
ham,You got called a tool?,uci-spam-sms
ham,"Wen u miss someone, the person is definitely special for u..... But if the person is so special, why to miss them, just Keep-in-touch gdeve..",uci-spam-sms
ham,Ok. I asked for money how far,uci-spam-sms
ham,Okie...,uci-spam-sms
ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",uci-spam-sms
ham,"K, I might come by tonight then if my class lets out early",uci-spam-sms
ham,Ok..,uci-spam-sms
ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,uci-spam-sms
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",uci-spam-sms
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",uci-spam-sms
ham,Hey you told your name to gautham ah?,uci-spam-sms
ham,Haf u found him? I feel so stupid da v cam was working.,uci-spam-sms
ham,Oops. 4 got that bit.,uci-spam-sms
ham,Are you this much buzy,uci-spam-sms
ham,I accidentally deleted the message. Resend please.,uci-spam-sms
spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,uci-spam-sms
ham,Unless it's a situation where YOU GO GURL would be more appropriate,uci-spam-sms
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,uci-spam-sms
ham,I cant pick the phone right now. Pls send a message,uci-spam-sms
ham,Need a coffee run tomo?Can't believe it's that time of week already,uci-spam-sms
ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",uci-spam-sms
ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",uci-spam-sms
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,uci-spam-sms
